Date,Close,Log_Close,Log_Volume,Volume,HL_Ratio,OC_Ratio,RSI,MACD,BB_Width,ATR,Volume_Ratio,Price_Change_3d,Macro_DXY_Zscore,Macro_DXY_MA5,Macro_DXY_Trend,Macro_Gold_Zscore,Macro_Gold_MA5,Macro_Gold_Trend,Day_Sin,Day_Cos,Month_Sin,Month_Cos
2023-07-05,1910.5880126953125,7.555166333711396,22.52069057419591,6034088075,0.023714028852246268,0.013717630415466545,52.436799028719726,20.522350467624165,312.8398368353942,56.478916713169646,0.856558310899316,-0.013858681869603373,0.0,0.0,-1,0.0,0.0,-1,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2023-07-06,1848.636474609375,7.522203605572612,22.909879695293434,8905008384,0.05850886454926463,0.03341957193692828,47.27297827273696,14.974490690870425,283.63191242953644,59.619820731026785,1.240982478103365,-0.05459408680487143,0.0,0.0,-1,0.0,0.0,-1,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
2023-07-07,1870.6025390625,7.534015871351449,22.590269620102013,6468885150,0.02402320389956236,-0.012343598032260036,47.514055436495596,11.9742538548644,252.5439823994152,58.01969691685268,0.8915888397499511,-0.03409576686953375,0.0,0.0,-1,0.0,0.0,-1,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
2023-07-08,1865.53955078125,7.531305593605729,22.181650101627994,4299007854,0.014933944053656143,0.002928120399149354,48.79347357698593,9.161502536202306,209.1436622163087,57.337123325892854,0.5905712279663354,-0.02357832333016241,0.0,0.0,-1,0.0,0.0,-1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
2023-07-09,1863.009765625,7.529948612469224,22.203247199410768,4392863807,0.011229492557091651,0.0013876497728704707,45.47202018921493,6.694850693995477,162.86165849135068,54.6722412109375,0.6068727507745022,0.007775077043560952,0.0,0.0,-1,0.0,0.0,-1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
2023-07-10,1880.556396484375,7.539322967614577,22.56958738945402,6336468234,0.03014192706795059,-0.00920799936749936,52.704505529541954,5.917562690407976,137.63535727570934,54.06782749720982,0.8804569386004534,0.005321203844224298,0.0,0.0,-1,0.0,0.0,-1,0.0,1.0,-0.4999999999999997,-0.8660254037844388
2023-07-11,1878.3360595703125,7.53814158921748,22.313566982522058,4905225892,0.01392886315747197,0.0012345222487931467,48.43198593113138,5.087229830960268,137.98028107611162,52.045706612723215,0.71551858345861,0.006859414362833327,0.0,0.0,-1,0.0,0.0,-1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
2023-07-12,1872.11376953125,7.534823429513102,22.576278279713073,6379007000,0.01892959448776489,0.003316172368455714,57.190168357023786,3.939789340154448,138.06254755250075,49.712288992745535,0.9449609286468104,0.004886718295433079,0.0,0.0,-1,0.0,0.0,-1,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2023-07-13,2006.511474609375,7.604152908409471,23.1315482461746,11114853969,0.07345542849932793,-0.06701740463877918,68.49458111009395,12.609237738054162,173.71773185168377,56.771580287388396,1.6127736776263963,0.06697755959909957,0.0,0.0,-1,0.0,0.0,-1,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
2023-07-14,1939.3470458984375,7.570106621124383,23.08670606372814,10627449471,0.06437411512500274,0.0342069313836463,50.76344415055015,14.385135297082797,177.26200108890635,57.54661342075893,1.481833165934467,0.03248140076812556,0.0,0.0,-1,0.0,0.0,-1,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
2023-07-15,1931.466552734375,7.566034865225555,22.200333792884997,4380084234,0.009232252603147882,0.003967496059743504,50.85707978528885,15.03219164230245,179.83163130705134,56.54510498046875,0.6218220741461602,0.031703619816858764,-2.3957913260929837,-0.4791582652185967,-1,1.61375075944743,0.322750151889486,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
2023-07-16,1923.681884765625,7.561996276996988,22.18867321994666,4329306566,0.012859099314782938,0.004139527865125788,48.26953451425872,14.79404823102459,177.0384719533049,53.865321568080354,0.6339190508378503,-0.04128039679408024,-2.1211582268715974,-0.9033899105929162,-1,1.6023866070904127,0.6432274733075685,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
2023-07-17,1911.6461181640625,7.555719991838844,22.622097969121253,6678090758,0.03193962020292838,0.006302535630919264,44.41431546866578,13.550880007459455,176.8035603958483,55.363255092075896,0.9851095437156654,-0.014283636233628383,-1.9603970526176075,-1.2954693211164376,-1,1.204002490385013,0.8840279713845712,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388
