Date,Close,Log_Close,Log_Volume,Volume,HL_Ratio,OC_Ratio,RSI,MACD,BB_Width,ATR,Volume_Ratio,Price_Change_3d,Macro_DXY_Change,Macro_Gold_Change,Macro_VIX_Change,Macro_TNX_Change,Day_Sin,Day_Cos,Month_Sin,Month_Cos
2022-07-04 00:00:00+00:00,36.785030364990234,3.605090978855961,20.810546254324763,1091202628,0.11650916859164313,-0.09242241113349356,52.80007158867993,-0.16839913511515192,13.55335672766185,3.287968635559082,0.7300218090861021,0.1213898665073947,0.0,0.0,0.0,0.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
2022-07-05 00:00:00+00:00,35.39555358886719,3.566586207416521,21.173804294863796,1569156882,0.10186866050231863,0.038584366915651834,48.55525557088645,-0.14559541138895327,13.530067340291154,3.2308999470302036,1.086325187692797,0.061036580003885677,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
2022-07-06 00:00:00+00:00,37.07356262207031,3.612904117807041,21.067272796117575,1410588451,0.06977323510805863,-0.0450143497857513,55.95377867943568,-0.013651097191051065,12.606855790476754,3.208385876246861,0.9936889663047201,0.11045459500210364,0.012935139987127142,-0.020623700640629905,0.031460678973232126,-0.027691216821111975,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2022-07-07 00:00:00+00:00,38.518306732177734,3.651133627816742,20.89651965915117,1189167903,0.068065529714104,-0.037463716940189115,50.773334920102336,0.18699277430326333,11.91527735573727,3.091100284031459,0.8405030055265285,0.04711906854471781,0.0056337884893999934,-0.015268488857152263,-0.029411813593453018,0.03702388429611769,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
2022-07-08 00:00:00+00:00,38.286720275878906,3.6451031069728477,21.119215638437975,1485794730,0.07304440911166034,0.0060258249927216635,39.319584500064664,0.32470046294908883,11.335851070935174,2.942546708243234,1.06211832805044,0.08168163494753378,0.00028010065102024306,0.0017292062699769684,-0.024317232684692103,0.032612353830509866,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
2022-07-09 00:00:00+00:00,38.07196044921875,3.6394780649765686,20.487415906677626,789899204,0.024229645174270686,0.005790987397618678,38.465651618702104,0.41304199634320327,11.226740860655045,2.8216257095336914,0.5903041561909896,0.02693018303436756,-0.0011200888664605335,0.00155357105353926,-0.05521474456557396,0.030917611952507196,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
2022-07-10 00:00:00+00:00,36.697608947753906,3.6027116016507277,20.38656076402093,714119421,0.04589712452877103,0.037426801376873195,41.990263900950794,0.3804687057119338,11.167994417078706,2.730780873979841,0.5596944501153365,-0.04726837545282947,0.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
2022-07-11 00:00:00+00:00,33.463600158691406,3.510458285666991,20.650927397783764,930216020,0.1002849657591947,0.09651069128876613,37.00934683438257,0.12141039422222377,11.530930918020246,2.7628578458513533,0.7544846908160554,-0.12597370791841167,0.0,0.0,0.0,0.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
2022-07-12 00:00:00+00:00,32.75759506225586,3.4891348454921136,20.635948483332527,916386230,0.05322883214530638,0.021596078911338693,42.34473002551199,-0.13248292763869074,11.835015128911653,2.5676330838884627,0.7623345379245781,-0.13958738463314257,0.009438318724170669,-0.006089840132491808,0.062094185249382816,-0.0354724704969509,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
2022-07-13 00:00:00+00:00,34.91093826293945,3.552800197379649,20.995664372384518,1313110217,0.08536568042656151,-0.061955093991898545,52.966509422123586,-0.17381100883274314,11.805628186486931,2.5863546643938338,1.108661497239536,-0.0486862969017442,0.0004629055111253777,-0.0038728041455924345,0.04279712785511025,-0.011033096979289891,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2022-07-14 00:00:00+00:00,37.10782241821289,3.6138277942404153,21.001001783266183,1320137563,0.09513021360988273,-0.05916705191099175,59.07508749095285,-0.044497201239124706,10.47347829713453,2.6250452314104353,1.1359726211199885,0.10890108183936631,-0.001017864445842398,0.006325017138577804,-0.01722246994999932,-0.018255544904544285,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
2022-07-15 00:00:00+00:00,37.41592788696289,3.622096493090182,20.959307410794864,1266226950,0.05893074286315522,-0.008116544650018489,62.194788171257265,0.07955023724711197,8.78940005223086,2.547064644949777,1.0898203414962162,0.14220619113991306,0.005372377139433615,-0.017126024684642305,-0.01565995828012623,0.019283744294764205,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
