Date,Close,Log_Close,Log_Volume,Volume,HL_Ratio,OC_Ratio,RSI,MACD,BB_Width,ATR,Volume_Ratio,Price_Change_3d,Macro_DXY_Change,Macro_Gold_Change,Macro_VIX_Change,Macro_TNX_Change,Day_Sin,Day_Cos,Month_Sin,Month_Cos
2023-07-05 00:00:00+00:00,30514.166015625,10.325946314296251,23.24752318190441,12481622280,0.021357843977819473,0.008670025378197485,56.00486021814132,346.9110374072261,6696.6026971543615,795.5150669642857,0.7746971882648194,-0.0034814120368923396,0.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2023-07-06 00:00:00+00:00,29909.337890625,10.305926014656304,23.77392273036259,21129219509,0.052419287167384296,0.019987486924188405,49.96761105410867,280.49356102778256,5955.980584462544,849.1569475446429,1.2921613564162895,-0.04002708860158011,0.0036897260966559653,-0.0010927697555785931,0.04495214621001242,0.02255051640363681,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
2023-07-07 00:00:00+00:00,30342.265625,10.320296924636603,23.31738334201186,13384770155,0.021664808525648782,-0.01431229900535814,45.78869514754471,254.76944116060986,5122.660596259455,785.8023158482143,0.8128451844798859,-0.01414394431011512,-0.0019348415625666249,-0.005678279096005601,0.0888574928131427,0.024334590052088823,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
2023-07-08 00:00:00+00:00,30292.541015625,10.318656790090897,22.73941856960642,7509378699,0.009714514988960837,0.0017951897579985172,46.873469823671236,228.42064950342683,3829.465360977214,770.1077008928571,0.4589032401588133,-0.007263020063747239,-0.008723481068644734,0.009168544269755774,-0.03950775085850766,0.002227246129046234,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
2023-07-09 00:00:00+00:00,30171.234375,10.314644245303557,22.79054973469024,7903327692,0.011335235496973265,0.00398979211883836,46.27618312418214,196.92057115841453,2243.2896769379295,743.5841238839286,0.49035482824939697,0.008756345103082097,0.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
2023-07-10 00:00:00+00:00,30414.470703125,10.322673784108723,23.419797227611543,14828209155,0.034216918100701064,-0.007958280035928108,51.71318096550668,187.0158192605304,1234.8362436033203,769.3272879464286,0.9415700663227483,0.002379686441921658,0.0,0.0,0.0,0.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
2023-07-11 00:00:00+00:00,30620.951171875,10.329439732474308,23.220746365894875,12151839152,0.014049752878680963,-0.006639844668239621,49.1541055365984,191.61213274526017,1188.7260280539122,745.0472935267857,0.8272950361657844,0.010841287829918445,-0.002933366893618894,-0.0006229629333885933,0.01618339665224955,-0.010864233753334673,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
2023-07-12 00:00:00+00:00,30391.646484375,10.32192306293534,23.418275357993497,14805659717,0.024056903485827567,0.007587598437404707,54.24134763996461,176.70069290497122,1078.0450820395054,741.4524274553571,1.0284375508613934,0.007305372615368899,-0.0023536124438213735,0.0032727526379869865,-0.015262080085862384,-0.006490270248587393,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2023-07-13 00:00:00+00:00,31476.048828125,10.356982180934805,23.88815335172188,23686079548,0.049121923496269516,-0.03458377361209109,61.913998915425296,240.55409294274068,1392.7878680983558,799.1036551339286,1.6477512680027868,0.034903718541152484,-0.011894295428475643,0.012892819196508976,-0.0876010901191373,-0.02989948680101573,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
2023-07-14 00:00:00+00:00,30334.068359375,10.320026728165043,23.763871215906917,20917902660,0.05326905604472282,0.03760301223813494,48.6829217111849,205.2556770199808,1401.4532694420705,796.1950334821429,1.412103324706435,-0.009368840663692368,-0.00746120200006728,0.0015335855612319538,0.005169844536294876,-0.025900062540878843,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
